Transcript	Gene
ENST00000457524.5	ENSG00000163596.17
ENST00000432273.5	ENSG00000163596.17
ENST00000416760.5	ENSG00000163596.17
ENST00000454326.5	ENSG00000163596.17
ENST00000484561.5	ENSG00000163596.17
ENST00000411681.5	ENSG00000163596.17
ENST00000421334.1	ENSG00000163596.17
ENST00000472729.1	ENSG00000173163.11
ENST00000445644.5	ENSG00000173163.11
ENST00000471704.1	ENSG00000173163.11
ENST00000311832.6	ENSG00000173163.11
ENST00000455659.1	ENSG00000173163.11
ENST00000458337.5	ENSG00000173163.11
ENST00000427417.1	ENSG00000173163.11
ENST00000444166.1	ENSG00000173163.11
ENST00000442699.1	ENSG00000242735.1
ENST00000605375.1	ENSG00000271657.1
ENST00000579892.1	ENSG00000266097.1
ENST00000483161.3	ENSG00000240183.3
ENST00000427559.1	ENSG00000225496.1
ENST00000447549.1	ENSG00000232277.1
ENST00000671139.1	ENSG00000286904.1
ENST00000272542.8	ENSG00000144136.11
ENST00000423633.5	ENSG00000144136.11
ENST00000498224.5	ENSG00000144136.11
ENST00000433924.5	ENSG00000144136.11
ENST00000456264.5	ENSG00000144136.11
ENST00000413135.1	ENSG00000144136.11
ENST00000480984.1	ENSG00000144136.11
ENST00000492076.1	ENSG00000144136.11
ENST00000490674.1	ENSG00000144136.11
ENST00000433529.7	ENSG00000116001.17
ENST00000415783.6	ENSG00000116001.17
ENST00000282574.8	ENSG00000116001.17
ENST00000445587.5	ENSG00000116001.17
ENST00000486392.5	ENSG00000116001.17
ENST00000495774.1	ENSG00000116001.17
ENST00000454815.6	ENSG00000116001.17
ENST00000468787.5	ENSG00000116001.17
ENST00000482876.5	ENSG00000116001.17
ENST00000497672.5	ENSG00000116001.17
ENST00000477415.5	ENSG00000116001.17
ENST00000496096.5	ENSG00000116001.17
ENST00000484065.2	ENSG00000116001.17
ENST00000416149.6	ENSG00000116001.17
ENST00000474699.1	ENSG00000116001.17
ENST00000474809.6	ENSG00000116001.17
ENST00000477044.6	ENSG00000116001.17
ENST00000361692.4	ENSG00000116001.17
ENST00000496452.5	ENSG00000116001.17
ENST00000481650.1	ENSG00000116001.17
ENST00000422380.5	ENSG00000116005.12
ENST00000414812.5	ENSG00000116005.12
ENST00000433351.7	ENSG00000116005.12
ENST00000264441.9	ENSG00000116005.12
ENST00000451279.1	ENSG00000116005.12
ENST00000480949.1	ENSG00000116005.12
ENST00000460072.5	ENSG00000138050.15
ENST00000505747.6	ENSG00000138050.15
ENST00000378727.8	ENSG00000138050.15
ENST00000530522.1	ENSG00000138050.15
ENST00000530095.1	ENSG00000138050.15
ENST00000510781.2	ENSG00000138050.15
ENST00000527689.1	ENSG00000138050.15
ENST00000403537.3	ENSG00000138050.15
ENST00000531687.1	ENSG00000138050.15
ENST00000362817.1	ENSG00000199687.1
ENST00000616741.1	ENSG00000278783.1
ENST00000638572.2	ENSG00000115525.18
ENST00000639867.1	ENSG00000115525.18
ENST00000461206.1	ENSG00000115525.18
ENST00000640378.1	ENSG00000115525.18
ENST00000393808.8	ENSG00000115525.18
ENST00000393805.6	ENSG00000115525.18
ENST00000640322.1	ENSG00000115525.18
ENST00000640712.1	ENSG00000115525.18
ENST00000638659.1	ENSG00000115525.18
ENST00000639311.1	ENSG00000115525.18
ENST00000377332.8	ENSG00000115525.18
ENST00000639119.1	ENSG00000115525.18
ENST00000640763.1	ENSG00000115525.18
ENST00000640418.1	ENSG00000115525.18
ENST00000639472.1	ENSG00000115525.18
ENST00000640315.1	ENSG00000115525.18
ENST00000639743.1	ENSG00000115525.18
ENST00000638227.1	ENSG00000115525.18
ENST00000640453.1	ENSG00000115525.18
ENST00000639074.1	ENSG00000115525.18
ENST00000640798.1	ENSG00000115525.18
ENST00000638321.1	ENSG00000115525.18
ENST00000639432.1	ENSG00000115525.18
ENST00000639184.1	ENSG00000115525.18
ENST00000640982.1	ENSG00000115525.18
ENST00000640992.1	ENSG00000115525.18
ENST00000640425.1	ENSG00000115525.18
ENST00000638678.1	ENSG00000115525.18
ENST00000640295.1	ENSG00000115525.18
ENST00000638885.1	ENSG00000115525.18
ENST00000640594.1	ENSG00000115525.18
ENST00000638484.1	ENSG00000115525.18
ENST00000638542.1	ENSG00000115525.18
ENST00000639820.1	ENSG00000115525.18
ENST00000640024.1	ENSG00000115525.18
ENST00000640222.1	ENSG00000115525.18
ENST00000638178.1	ENSG00000115525.18
ENST00000638855.1	ENSG00000115525.18
ENST00000638288.1	ENSG00000115525.18
ENST00000639305.1	ENSG00000115525.18
ENST00000638986.1	ENSG00000115525.18
ENST00000639608.1	ENSG00000115525.18
ENST00000639541.1	ENSG00000115525.18
ENST00000639945.1	ENSG00000115525.18
ENST00000638956.1	ENSG00000115525.18
ENST00000639981.1	ENSG00000115525.18
ENST00000640903.1	ENSG00000115525.18
ENST00000640572.1	ENSG00000115525.18
ENST00000640314.1	ENSG00000115525.18
ENST00000639216.1	ENSG00000115525.18
ENST00000640835.1	ENSG00000115525.18
ENST00000638523.1	ENSG00000115525.18
ENST00000638581.1	ENSG00000115525.18
ENST00000639202.1	ENSG00000115525.18
ENST00000640336.1	ENSG00000115525.18
ENST00000640849.1	ENSG00000115525.18
ENST00000306262.10	ENSG00000115525.18
ENST00000639421.1	ENSG00000115525.18
ENST00000639519.1	ENSG00000115525.18
ENST00000455892.1	ENSG00000115525.18
ENST00000639690.1	ENSG00000115525.18
ENST00000473122.6	ENSG00000115525.18
ENST00000487896.2	ENSG00000115525.18
ENST00000461892.6	ENSG00000115525.18
ENST00000461199.6	ENSG00000115525.18
ENST00000433665.6	ENSG00000115525.18
ENST00000484728.6	ENSG00000115525.18
ENST00000490946.2	ENSG00000115525.18
ENST00000638258.1	ENSG00000115525.18
ENST00000264717.7	ENSG00000084734.9
ENST00000417872.5	ENSG00000084734.9
ENST00000472290.1	ENSG00000084734.9
ENST00000453813.1	ENSG00000084734.9
ENST00000411584.1	ENSG00000084734.9
ENST00000478147.1	ENSG00000084734.9
ENST00000379666.7	ENSG00000243147.8
ENST00000296102.8	ENSG00000243147.8
ENST00000448427.1	ENSG00000243147.8
ENST00000472192.1	ENSG00000243147.8
ENST00000483992.5	ENSG00000243147.8
ENST00000476552.1	ENSG00000243147.8
ENST00000302188.8	ENSG00000171174.15
ENST00000449378.1	ENSG00000171174.15
ENST00000458185.1	ENSG00000171174.15
ENST00000453412.1	ENSG00000171174.15
ENST00000603006.1	ENSG00000270846.1
ENST00000584745.1	ENSG00000265321.1
ENST00000603137.1	ENSG00000270528.1
ENST00000621563.1	ENSG00000277035.1
ENST00000661521.1	ENSG00000223522.2
ENST00000418963.2	ENSG00000223522.2
ENST00000657678.1	ENSG00000223522.2
ENST00000423483.1	ENSG00000225991.1
ENST00000460736.1	ENSG00000075426.12
ENST00000379619.5	ENSG00000075426.12
ENST00000264716.9	ENSG00000075426.12
ENST00000436647.1	ENSG00000075426.12
ENST00000604052.1	ENSG00000270640.1
ENST00000605056.1	ENSG00000270210.1
ENST00000416713.5	ENSG00000163803.13
ENST00000327757.10	ENSG00000163803.13
ENST00000422425.6	ENSG00000163803.13
ENST00000404858.5	ENSG00000163803.13
ENST00000436544.1	ENSG00000163803.13
ENST00000485642.1	ENSG00000163803.13
ENST00000481449.1	ENSG00000163803.13
ENST00000479065.5	ENSG00000163803.13
ENST00000411743.5	ENSG00000163803.13
ENST00000444257.5	ENSG00000163803.13
ENST00000473272.1	ENSG00000163803.13
ENST00000436775.1	ENSG00000163803.13
ENST00000469016.1	ENSG00000242915.1
ENST00000410300.1	ENSG00000222232.1
ENST00000462832.5	ENSG00000163806.16
ENST00000379579.8	ENSG00000163806.16
ENST00000491044.1	ENSG00000163806.16
ENST00000334056.10	ENSG00000163806.16
ENST00000449210.1	ENSG00000163806.16
ENST00000439646.1	ENSG00000163806.16
ENST00000467226.1	ENSG00000163806.16
ENST00000609581.1	ENSG00000273233.1
ENST00000419999.5	ENSG00000171103.11
ENST00000306108.10	ENSG00000171103.11
ENST00000439947.1	ENSG00000171103.11
ENST00000490390.5	ENSG00000171103.11
ENST00000484060.1	ENSG00000171103.11
ENST00000407426.8	ENSG00000163811.12
ENST00000434238.1	ENSG00000163811.12
ENST00000440983.1	ENSG00000163811.12
ENST00000296126.6	ENSG00000163811.12
ENST00000466067.1	ENSG00000163811.12
ENST00000446643.2	ENSG00000163811.12
ENST00000585078.1	ENSG00000264994.1
ENST00000579969.1	ENSG00000265145.1
ENST00000410292.1	ENSG00000222224.1
ENST00000577887.1	ENSG00000265706.1
ENST00000401723.5	ENSG00000189350.13
ENST00000420297.5	ENSG00000189350.13
ENST00000379558.5	ENSG00000189350.13
ENST00000465300.5	ENSG00000189350.13
ENST00000440012.1	ENSG00000189350.13
ENST00000460951.5	ENSG00000189350.13
ENST00000475900.1	ENSG00000189350.13
ENST00000697898.1	ENSG00000138375.14
ENST00000430374.6	ENSG00000138375.14
ENST00000697899.1	ENSG00000138375.14
ENST00000697900.1	ENSG00000138375.14
ENST00000357276.9	ENSG00000138375.14
ENST00000697901.1	ENSG00000138375.14
ENST00000444508.6	ENSG00000138375.14
ENST00000697902.1	ENSG00000138375.14
ENST00000697903.1	ENSG00000138375.14
ENST00000425815.6	ENSG00000138375.14
ENST00000697904.1	ENSG00000138375.14
ENST00000697905.1	ENSG00000138375.14
ENST00000358207.9	ENSG00000138375.14
ENST00000697906.1	ENSG00000138375.14
ENST00000496037.1	ENSG00000138375.14
ENST00000434435.1	ENSG00000138375.14
ENST00000697907.1	ENSG00000138375.14
ENST00000427645.5	ENSG00000138375.14
ENST00000392128.6	ENSG00000138375.14
ENST00000412913.1	ENSG00000138375.14
ENST00000479008.1	ENSG00000138375.14
ENST00000697908.1	ENSG00000138375.14
ENST00000445153.1	ENSG00000138375.14
ENST00000697909.1	ENSG00000138375.14
ENST00000486983.2	ENSG00000138375.14
ENST00000697910.1	ENSG00000138375.14
ENST00000697911.1	ENSG00000138375.14
ENST00000698009.1	ENSG00000214694.13
ENST00000409978.7	ENSG00000214694.13
ENST00000398800.8	ENSG00000214694.13
ENST00000488692.1	ENSG00000214694.13
ENST00000486958.5	ENSG00000214694.13
ENST00000483305.1	ENSG00000214694.13
ENST00000411874.6	ENSG00000214694.13
ENST00000433605.2	ENSG00000214694.13
ENST00000430382.1	ENSG00000214694.13
ENST00000306503.5	ENSG00000171150.9
ENST00000394861.3	ENSG00000171150.9
ENST00000650009.1	ENSG00000171150.9
ENST00000568862.1	ENSG00000171150.9
ENST00000444761.6	ENSG00000180398.13
ENST00000409105.5	ENSG00000180398.13
ENST00000319466.9	ENSG00000180398.13
ENST00000409913.5	ENSG00000180398.13
ENST00000409800.5	ENSG00000180398.13
ENST00000649435.1	ENSG00000180398.13
ENST00000493804.1	ENSG00000180398.13
ENST00000409207.5	ENSG00000180398.13
ENST00000470873.1	ENSG00000180398.13
ENST00000409973.5	ENSG00000180398.13
ENST00000409147.1	ENSG00000180398.13
ENST00000409218.5	ENSG00000180398.13
ENST00000412438.5	ENSG00000180398.13
ENST00000434262.1	ENSG00000180398.13
ENST00000477791.5	ENSG00000180398.13
ENST00000479225.1	ENSG00000180398.13
ENST00000417180.1	ENSG00000180398.13
ENST00000487121.1	ENSG00000180398.13
ENST00000607950.1	ENSG00000272814.1
ENST00000422201.1	ENSG00000233845.1
ENST00000496939.1	ENSG00000239605.11
ENST00000464527.2	ENSG00000239605.11
ENST00000482548.1	ENSG00000239605.11
ENST00000449846.5	ENSG00000239605.11
ENST00000445927.7	ENSG00000239605.11
ENST00000294947.2	ENSG00000239605.11
ENST00000422269.1	ENSG00000273269.3
ENST00000421759.1	ENSG00000225187.1
ENST00000272298.12	ENSG00000143933.20
ENST00000460218.5	ENSG00000143933.20
ENST00000652974.1	ENSG00000143933.20
ENST00000655450.1	ENSG00000143933.20
ENST00000432899.5	ENSG00000143933.20
ENST00000456319.6	ENSG00000143933.20
ENST00000670593.1	ENSG00000143933.20
ENST00000668667.1	ENSG00000143933.20
ENST00000656538.1	ENSG00000143933.20
ENST00000655728.1	ENSG00000143933.20
ENST00000482532.5	ENSG00000143933.20
ENST00000409563.5	ENSG00000143933.20
ENST00000484408.5	ENSG00000143933.20
ENST00000489742.1	ENSG00000143933.20
ENST00000418539.2	ENSG00000236824.2
ENST00000405271.5	ENSG00000119888.11
ENST00000456133.5	ENSG00000119888.11
ENST00000263735.9	ENSG00000119888.11
ENST00000474691.1	ENSG00000119888.11
ENST00000419334.1	ENSG00000119888.11
ENST00000490733.1	ENSG00000119888.11
ENST00000410753.1	ENSG00000222685.1
ENST00000385188.1	ENSG00000207923.1
ENST00000622819.1	ENSG00000277396.1
ENST00000486055.1	ENSG00000115041.14
ENST00000475491.1	ENSG00000115041.14
ENST00000461336.5	ENSG00000115041.14
ENST00000295225.10	ENSG00000115041.14
ENST00000377181.2	ENSG00000115041.14
ENST00000360990.7	ENSG00000115041.14
ENST00000698060.1	ENSG00000115041.14
ENST00000468529.1	ENSG00000115041.14
ENST00000409592.7	ENSG00000135905.21
ENST00000258390.12	ENSG00000135905.21
ENST00000644695.1	ENSG00000135905.21
ENST00000645028.1	ENSG00000135905.21
ENST00000698070.1	ENSG00000135905.21
ENST00000698071.1	ENSG00000135905.21
ENST00000698072.1	ENSG00000135905.21
ENST00000535663.1	ENSG00000135905.21
ENST00000492251.1	ENSG00000135905.21
ENST00000422684.1	ENSG00000135905.21
ENST00000489831.1	ENSG00000135905.21
ENST00000698073.1	ENSG00000135905.21
ENST00000472652.1	ENSG00000135905.21
ENST00000492369.5	ENSG00000135905.21
ENST00000543715.1	ENSG00000135905.21
ENST00000474102.1	ENSG00000135905.21
ENST00000435582.1	ENSG00000135905.21
ENST00000458608.1	ENSG00000135905.21
ENST00000417947.1	ENSG00000227107.1
ENST00000258381.11	ENSG00000135899.20
ENST00000358662.9	ENSG00000135899.20
ENST00000698099.1	ENSG00000135899.20
ENST00000698100.1	ENSG00000135899.20
ENST00000477068.1	ENSG00000135899.20
ENST00000480916.1	ENSG00000135899.20
ENST00000483067.1	ENSG00000135899.20
ENST00000463022.1	ENSG00000135899.20
ENST00000698101.1	ENSG00000135899.20
ENST00000392048.7	ENSG00000135899.20
ENST00000258382.10	ENSG00000135899.20
ENST00000489597.2	ENSG00000135899.20
ENST00000462232.2	ENSG00000135899.20
ENST00000698102.1	ENSG00000135899.20
ENST00000540870.5	ENSG00000135899.20
ENST00000698103.1	ENSG00000135899.20
ENST00000698104.1	ENSG00000135899.20
ENST00000490880.5	ENSG00000135899.20
ENST00000486146.2	ENSG00000135899.20
ENST00000409815.6	ENSG00000135899.20
ENST00000455674.2	ENSG00000135899.20
ENST00000673816.1	ENSG00000115415.21
ENST00000673847.1	ENSG00000115415.21
ENST00000415035.2	ENSG00000115415.21
ENST00000698141.1	ENSG00000115415.21
ENST00000698142.1	ENSG00000115415.21
ENST00000698143.1	ENSG00000115415.21
ENST00000361099.8	ENSG00000115415.21
ENST00000673762.1	ENSG00000115415.21
ENST00000540176.6	ENSG00000115415.21
ENST00000698144.1	ENSG00000115415.21
ENST00000698145.1	ENSG00000115415.21
ENST00000698146.1	ENSG00000115415.21
ENST00000698147.1	ENSG00000115415.21
ENST00000698148.1	ENSG00000115415.21
ENST00000698149.1	ENSG00000115415.21
ENST00000674081.1	ENSG00000115415.21
ENST00000673832.1	ENSG00000115415.21
ENST00000673863.1	ENSG00000115415.21
ENST00000423282.2	ENSG00000115415.21
ENST00000673858.1	ENSG00000115415.21
ENST00000674028.1	ENSG00000115415.21
ENST00000673777.1	ENSG00000115415.21
ENST00000673942.1	ENSG00000115415.21
ENST00000673734.1	ENSG00000115415.21
ENST00000409465.5	ENSG00000115415.21
ENST00000674080.1	ENSG00000115415.21
ENST00000698150.1	ENSG00000115415.21
ENST00000673952.1	ENSG00000115415.21
ENST00000674153.1	ENSG00000115415.21
ENST00000392322.7	ENSG00000115415.21
ENST00000673841.1	ENSG00000115415.21
ENST00000452281.6	ENSG00000115415.21
ENST00000673885.1	ENSG00000115415.21
ENST00000392323.6	ENSG00000115415.21
ENST00000464072.1	ENSG00000115415.21
ENST00000673859.1	ENSG00000115415.21
ENST00000698151.1	ENSG00000115415.21
ENST00000424722.6	ENSG00000115415.21
ENST00000673638.1	ENSG00000115415.21
ENST00000454414.5	ENSG00000115415.21
ENST00000432058.1	ENSG00000115415.21
ENST00000498327.5	ENSG00000280537.2
ENST00000318673.6	ENSG00000280537.2
ENST00000698202.1	ENSG00000187736.14
ENST00000698203.1	ENSG00000187736.14
ENST00000356853.10	ENSG00000187736.14
ENST00000698210.1	ENSG00000187736.14
ENST00000698174.1	ENSG00000187736.14
ENST00000457600.3	ENSG00000187736.14
ENST00000698175.1	ENSG00000187736.14
ENST00000409720.5	ENSG00000187736.14
ENST00000418099.5	ENSG00000187736.14
ENST00000426304.6	ENSG00000187736.14
ENST00000494211.5	ENSG00000187736.14
ENST00000491159.5	ENSG00000187736.14
ENST00000483627.1	ENSG00000187736.14
ENST00000698176.1	ENSG00000187736.14
ENST00000450447.1	ENSG00000187736.14
ENST00000481764.1	ENSG00000187736.14
ENST00000468427.2	ENSG00000124383.11
ENST00000498451.3	ENSG00000124383.11
ENST00000695484.2	ENSG00000124383.11
ENST00000694907.2	ENSG00000124383.11
ENST00000244230.7	ENSG00000124383.11
ENST00000476969.1	ENSG00000124383.11
ENST00000493360.1	ENSG00000124383.11
ENST00000374476.3	ENSG00000237053.1
ENST00000432828.1	ENSG00000223777.1
ENST00000624511.1	ENSG00000279205.1
ENST00000384139.1	ENSG00000206866.1
ENST00000698499.1	ENSG00000068724.18
ENST00000698500.1	ENSG00000068724.18
ENST00000409245.5	ENSG00000068724.18
ENST00000698501.1	ENSG00000068724.18
ENST00000698502.1	ENSG00000068724.18
ENST00000319190.11	ENSG00000068724.18
ENST00000461601.5	ENSG00000068724.18
ENST00000394850.6	ENSG00000068724.18
ENST00000441914.5	ENSG00000068724.18
ENST00000409825.5	ENSG00000068724.18
ENST00000474321.6	ENSG00000068724.18
ENST00000491786.5	ENSG00000068724.18
ENST00000484061.5	ENSG00000068724.18
ENST00000440051.1	ENSG00000068724.18
ENST00000652236.1	ENSG00000068724.18
ENST00000651101.1	ENSG00000068724.18
ENST00000652568.1	ENSG00000068724.18
ENST00000651415.1	ENSG00000068724.18
ENST00000698503.1	ENSG00000068724.18
ENST00000698504.1	ENSG00000068724.18
ENST00000484337.5	ENSG00000068724.18
ENST00000496991.3	ENSG00000068724.18
ENST00000446623.2	ENSG00000235734.4
ENST00000459535.1	ENSG00000238719.1
ENST00000392547.6	ENSG00000115935.19
ENST00000679041.1	ENSG00000115935.19
ENST00000698668.1	ENSG00000115935.19
ENST00000436221.2	ENSG00000115935.19
ENST00000698666.1	ENSG00000115935.19
ENST00000698667.1	ENSG00000115935.19
ENST00000698701.1	ENSG00000115935.19
ENST00000272746.9	ENSG00000115935.19
ENST00000359761.7	ENSG00000115935.19
ENST00000392546.6	ENSG00000115935.19
ENST00000409891.5	ENSG00000115935.19
ENST00000467149.1	ENSG00000115935.19
ENST00000409415.7	ENSG00000115935.19
ENST00000455428.5	ENSG00000115935.19
ENST00000410117.5	ENSG00000115935.19
ENST00000480400.1	ENSG00000115935.19
ENST00000698702.1	ENSG00000115935.19
ENST00000698669.1	ENSG00000115935.19
ENST00000698670.1	ENSG00000115935.19
ENST00000470752.5	ENSG00000115935.19
ENST00000488830.7	ENSG00000115935.19
ENST00000490887.1	ENSG00000115935.19
ENST00000469002.1	ENSG00000115935.19
ENST00000698703.1	ENSG00000115935.19
ENST00000698671.1	ENSG00000115935.19
ENST00000487291.2	ENSG00000115935.19
ENST00000272418.7	ENSG00000144029.14
ENST00000695432.1	ENSG00000144029.14
ENST00000695433.1	ENSG00000144029.14
ENST00000695434.1	ENSG00000144029.14
ENST00000695435.1	ENSG00000144029.14
ENST00000695436.1	ENSG00000144029.14
ENST00000345084.11	ENSG00000144029.14
ENST00000695437.2	ENSG00000144029.14
ENST00000695439.2	ENSG00000144029.14
ENST00000461916.6	ENSG00000144029.14
ENST00000475895.6	ENSG00000144029.14
ENST00000482821.5	ENSG00000144029.14
ENST00000482568.1	ENSG00000144029.14
ENST00000695440.1	ENSG00000144029.14
ENST00000464458.1	ENSG00000144029.14
ENST00000695456.1	ENSG00000289685.2
ENST00000695457.1	ENSG00000289685.2
ENST00000475040.2	ENSG00000289685.2
ENST00000698720.1	ENSG00000144026.14
ENST00000698721.1	ENSG00000144026.14
ENST00000698722.1	ENSG00000144026.14
ENST00000295208.7	ENSG00000144026.14
ENST00000698723.1	ENSG00000144026.14
ENST00000496060.1	ENSG00000144026.14
ENST00000695481.2	ENSG00000144026.14
ENST00000411425.1	ENSG00000144026.14
ENST00000447814.1	ENSG00000144026.14
ENST00000410080.8	ENSG00000196504.21
ENST00000545856.8	ENSG00000196504.21
ENST00000698772.1	ENSG00000196504.21
ENST00000698773.1	ENSG00000196504.21
ENST00000696381.1	ENSG00000196504.21
ENST00000696382.1	ENSG00000196504.21
ENST00000471701.1	ENSG00000196504.21
ENST00000471167.1	ENSG00000196504.21
ENST00000472760.1	ENSG00000196504.21
ENST00000354363.11	ENSG00000196504.21
ENST00000493468.7	ENSG00000196504.21
ENST00000448428.2	ENSG00000196504.21
ENST00000467114.2	ENSG00000196504.21
ENST00000489741.1	ENSG00000196504.21
ENST00000450303.6	ENSG00000196504.21
ENST00000486100.1	ENSG00000196504.21
ENST00000406420.7	ENSG00000205639.12
ENST00000669179.1	ENSG00000205639.12
ENST00000338315.6	ENSG00000205639.12
ENST00000495018.1	ENSG00000205639.12
ENST00000469562.1	ENSG00000205639.12
ENST00000453731.1	ENSG00000205639.12
ENST00000406895.3	ENSG00000163026.12
ENST00000295148.9	ENSG00000163026.12
ENST00000443232.1	ENSG00000163026.12
ENST00000411008.1	ENSG00000222940.1
ENST00000380991.8	ENSG00000119782.14
ENST00000438630.5	ENSG00000119782.14
ENST00000380986.9	ENSG00000119782.14
ENST00000496149.5	ENSG00000119782.14
ENST00000452109.1	ENSG00000119782.14
ENST00000421839.1	ENSG00000119782.14
ENST00000233468.5	ENSG00000115128.7
ENST00000478050.1	ENSG00000115128.7
ENST00000469867.1	ENSG00000219626.9
ENST00000461972.5	ENSG00000219626.9
ENST00000613899.4	ENSG00000219626.9
ENST00000486967.5	ENSG00000219626.9
ENST00000460686.1	ENSG00000219626.9
ENST00000615575.5	ENSG00000219626.9
ENST00000615135.4	ENSG00000219626.9
ENST00000611127.4	ENSG00000219626.9
ENST00000611917.1	ENSG00000219626.9
ENST00000611138.1	ENSG00000219626.9
ENST00000238721.9	ENSG00000115129.14
ENST00000335934.8	ENSG00000115129.14
ENST00000407482.5	ENSG00000115129.14
ENST00000417886.1	ENSG00000115129.14
ENST00000413037.1	ENSG00000115129.14
ENST00000470636.1	ENSG00000115129.14
ENST00000313213.5	ENSG00000176732.7
ENST00000465360.1	ENSG00000176732.7
ENST00000436622.1	ENSG00000176732.7
ENST00000610442.1	ENSG00000276087.2
ENST00000648005.1	ENSG00000276087.2
ENST00000428344.2	ENSG00000232642.2
ENST00000438414.1	ENSG00000232642.2
